Roulette,Wheel:,,,74516.626,,,,,
99,129086.88,127013.93,118747.08,,,,,,
100,129611.1,127261.66,118652.14,,,,,,
101,130617.33,127548.31,120180.46,,,,,,
102,130617.33,126224.44,118864.74,,,,,,
103,130863.41,122886.21,111939.85,,,,,,
104,130863.41,129515.68,115290.06,,,,,,
105,130863.41,123514.23,113948.56,,,,,,
106,130863.41,129147.05,115823.23,,,,,,
107,130863.41,130037.86,115823.23,,,,,,
108,131655.66,130174.55,117369.03,,,,,,
109,131655.66,128907.27,123542.58,,,,,,
110,131655.66,129202.89,119859.54,,,,,,
111,131655.66,130918.03,119287.13,,,,,,
112,131655.66,131463.98,127416.82,,,,,,
113,131655.66,131071.86,117939.68,,,,,,
114,131655.66,130275.87,120920.12,,,,,,
115,131655.66,130724.61,122410.06,,,,,,
116,131655.66,131194.61,118045.42,,,,,,
117,131655.66,131123.24,126327.78,,,,,,
118,131655.66,131053.25,125155.86,,,,,,
119,131655.66,130824.24,117117.53,,,,,,
120,131655.66,131253.49,118063.22,,,,,,
121,131655.66,130872.56,120096.55,,,,,,
122,131655.66,130740.38,121551.9,,,,,,
123,131655.66,130783.57,121572.08,,,,,,
124,131655.66,130341.75,121373.05,,,,,,
125,131655.66,131034.38,120721.35,,,,,,
126,131712.98,131517.29,125795.07,,,,,,
127,131712.98,126937.36,112932.69,,,,,,
128,131712.98,130177.37,117661.06,,,,,,
129,131712.98,131006.21,117735.41,,,,,,
130,131712.98,131110.43,123313.96,,,,,,
131,131712.98,130470.39,117075.85,,,,,,
132,131712.98,131541.16,126897.79,,,,,,
133,131712.98,131145.31,122387.32,,,,,,
134,131712.98,131497.4,127900.58,,,,,,
135,131712.98,130409.03,119808.95,,,,,,
136,131712.98,131233.33,118599.08,,,,,,
137,131712.98,131140.13,121258.59,,,,,,
138,131712.98,130640.44,121787.47,,,,,,
139,131712.98,131153.95,123916.13,,,,,,
140,132878.06,130067.67,118675.12,,,,,,
141,132878.06,130569.7,123914.42,,,,,,
142,133114.19,130159.59,122029.39,,,,,,
143,133114.19,130691.52,121781.93,,,,,,
144,133114.19,131972.31,127388.65,,,,,,
145,133114.19,132922.13,128734.53,,,,,,
146,133114.19,132000.32,118765.21,,,,,,
147,133114.19,131291.7,120276.83,,,,,,
148,133114.19,132843.68,125638.06,,,,,,
149,133114.19,132763.1,123559.79,,,,,,
150,133114.19,132559.27,126050.05,,,,,,
151,133114.19,131684.26,117879.91,,,,,,
152,133114.19,132343.84,122475.79,,,,,,
153,133219.35,132288.71,118261.08,,,,,,
154,133219.35,132550.35,121589.38,,,,,,
155,133219.35,126578.48,115184.51,,,,,,
156,133234.96,130890.96,122580.95,,,,,,
157,133475.61,128365.56,118917.9,,,,,,
158,133475.61,131553.36,118381.85,,,,,,
159,133475.61,131867.74,122541.29,,,,,,
160,133475.61,132081.39,123091.08,,,,,,
161,133475.61,132532.11,120679.73,,,,,,
162,133475.61,132342.28,118435.42,,,,,,
163,133475.61,132886.31,125368.15,,,,,,
164,133475.61,133190,130037.74,,,,,,
165,134061.04,133464.69,131994.74,,,,,,
166,134061.04,132223.25,120437.75,,,,,,
167,134061.04,131481.97,119759.62,,,,,,
168,134515.06,131597.93,118469.91,,,,,,
169,134515.06,131266.58,116069.35,,,,,,
170,135061.14,132670.33,120111,,,,,,
171,135061.14,124130.48,118862.86,,,,,,
172,135061.14,134138.55,121866.28,,,,,,
173,135061.14,134638.31,128945.5,,,,,,
174,135061.14,134569.93,129367.07,,,,,,
175,135061.14,134612.32,127650.67,,,,,,
176,135361.63,132882.47,119420.69,,,,,,
177,135361.63,132627.97,122821.47,,,,,,
178,135361.63,134835.88,127068.31,,,,,,
179,135361.63,134060.38,126248.7,,,,,,
180,135361.63,131674.62,120284.96,,,,,,
181,135361.63,135199.08,129324.55,,,,,,
182,135361.63,134583.9,126175.42,,,,,,
183,135361.63,134967.91,127777.13,,,,,,
184,135361.63,134651.62,126907.18,,,,,,
185,135361.63,134831.72,121268.8,,,,,,
186,135361.63,134899.16,127975.95,,,,,,
187,135361.63,134522.18,123763.18,,,,,,
188,135361.63,133862.34,120592.27,,,,,,
189,135361.63,135092.61,131631.9,,,,,,
190,135361.63,134606.96,126419.33,,,,,,
191,135361.63,134533.25,122895.77,,,,,,
192,135361.63,135036.47,128256.78,,,,,,
193,135361.63,134171.61,124724.99,,,,,,
194,135361.63,134597,127368.8,,,,,,
195,135361.63,134638.98,122596.4,,,,,,
196,135361.63,134729.17,127495.38,,,,,,
197,135361.63,134917.65,128084.66,,,,,,
198,135361.63,134622.13,125045.78,,,,,,
199,135361.63,135066.7,124626.1,,,,,,
200,135361.63,133934.35,127694.04,,,,,,
201,135361.63,135163,132113.8,,,,,,
202,135361.63,134929.28,129605.4,,,,,,
203,135361.63,134409.17,124557.37,,,,,,
204,135361.63,134801.08,122373.19,,,,,,
205,135361.63,133917.2,119879.92,,,,,,
206,135361.63,135023.34,124376.57,,,,,,
207,135361.63,134930.33,129044.92,,,,,,
208,135838.08,134016.44,119721.18,,,,,,
209,135838.08,133350.94,123985.06,,,,,,
210,135838.08,134032.83,125266.26,,,,,,
211,135838.08,133843.75,124461.51,,,,,,
212,135838.08,135283.51,122523.07,,,,,,
213,135936.4,134771.84,121588.98,,,,,,
214,135936.4,133756.59,120793.96,,,,,,
215,135936.4,134444.02,120171.79,,,,,,
216,135936.4,129156.72,123144.75,,,,,,
217,135936.4,133704.2,124305.26,,,,,,
218,135936.4,135063.74,126443.68,,,,,,
219,135936.4,135263.73,127060.16,,,,,,
220,135936.4,135557.03,122682.4,,,,,,
221,135936.4,134891.8,123141.39,,,,,,
222,135936.4,134924.09,124432.78,,,,,,
223,135936.4,135550.07,129858.88,,,,,,
224,135936.4,134491.17,123567.88,,,,,,
225,135936.4,135045.52,127309.47,,,,,,
226,135936.4,134374.16,124540.53,,,,,,
227,135936.4,134846.42,125772.09,,,,,,
228,135936.4,135420.46,126998.62,,,,,,
229,136196.27,135297.72,123567.88,,,,,,
230,136196.27,130346.02,118025.51,,,,,,
231,136196.27,135687.53,131018.51,,,,,,
232,136196.27,135330.26,126258.47,,,,,,
233,136196.27,135547.34,122106.38,,,,,,
234,136196.27,135876.94,128431.52,,,,,,
235,136196.27,135372.29,128070.11,,,,,,
236,136196.27,134893.77,123393.33,,,,,,
237,136196.27,134929.6,120967.17,,,,,,
238,136196.27,135419.95,123834.86,,,,,,
239,136196.27,135291.04,126258.47,,,,,,
240,136196.27,135684.2,124896.46,,,,,,
241,136196.27,135370.41,129574.64,,,,,,
242,136196.27,135470.83,127613.74,,,,,,
243,136196.27,135898.16,126986.06,,,,,,
244,136327.41,135615.76,127524.32,,,,,,
245,136327.41,135543.43,127674.78,,,,,,
246,136327.41,131684.2,122442.91,,,,,,
247,136327.41,134369.29,125010.98,,,,,,
248,136327.41,134932.4,130015.64,,,,,,
249,136327.41,135366.73,125406.99,,,,,,
250,136327.41,135258.84,120539.7,,,,,,
251,136388.88,135341.75,128738.14,,,,,,
252,136413.68,135172.26,126815.08,,,,,,
253,136932.64,135805.58,126166.06,,,,,,
254,136957.44,135302.6,132899.71,,,,,,
255,136957.44,135984.5,125892.2,,,,,,
256,136957.44,136397.97,131761.66,,,,,,
257,136957.44,136650.12,131917.37,,,,,,
258,136957.44,136585.46,130923.88,,,,,,
259,136957.44,135428.4,125098.29,,,,,,
260,136957.44,135896.32,127778.37,,,,,,
261,137010.93,136590.48,126336.47,,,,,,
262,137010.93,136319.66,131350.19,,,,,,
263,137010.93,136079.14,128996.14,,,,,,
264,137010.93,134814.03,126360.73,,,,,,
265,137010.93,136350.57,123696.04,,,,,,
266,137010.93,136693.01,132586.17,,,,,,
267,137010.93,136549.82,129078.52,,,,,,
268,137010.93,136480.66,122482.94,,,,,,
269,137741.78,136452.1,129186.8,,,,,,
270,137741.78,134336.55,123483.56,,,,,,
271,137805.03,134618.63,126495.33,,,,,,
272,137805.03,134004.67,126979.1,,,,,,
273,137805.03,136178.67,128865.54,,,,,,
274,137805.03,137154.26,131455.33,,,,,,
275,137805.03,135263.46,122842.82,,,,,,
276,137805.03,137096.72,127834.85,,,,,,
277,137805.03,137407.24,129542.56,,,,,,
278,137805.03,137592.87,133357.88,,,,,,
279,137805.03,137583.63,127069.49,,,,,,
280,137805.03,137460.09,131926.21,,,,,,
281,137805.03,136206.68,120496.11,,,,,,
282,137981.56,137159.76,128245.37,,,,,,
283,137981.56,128868,111326.63,,,,,,
284,137981.56,136245.75,125097.89,,,,,,
285,137981.56,137713.06,126383.1,,,,,,
286,137981.56,137666.58,132968.32,,,,,,
287,137981.56,137521.97,128685.76,,,,,,
288,137981.56,137063.9,123872.23,,,,,,
289,137981.56,137152.72,126262.66,,,,,,
290,137981.56,137747.21,131053.86,,,,,,
291,137981.56,136734.32,123480.83,,,,,,
292,137981.56,137579.44,128052.09,,,,,,
293,137981.56,136676.6,124371.32,,,,,,
294,137981.56,137026.93,129142.7,,,,,,
295,137981.56,137927.36,134638.97,,,,,,
296,137981.56,137511.42,123678.06,,,,,,
297,137981.56,136993.93,126500.83,,,,,,
298,137981.56,137776.58,130839.48,,,,,,
299,137981.56,137905.42,133268.18,,,,,,
300,137981.56,137504.97,128802.49,,,,,,
301,138027.6,136917.76,128644.64,,,,,,
302,138027.6,134481.53,122106.35,,,,,,
303,138027.6,136135.44,124193.16,,,,,,
304,138027.6,136879.7,131539.73,,,,,,
305,138027.6,137121.11,123566.76,,,,,,
306,138027.6,136678.91,116862.91,,,,,,
307,138027.6,136997.88,125143.93,,,,,,
308,138027.6,137602.2,126160.8,,,,,,
309,138027.6,137791.97,131703.41,,,,,,
310,138027.6,136769.15,125624.27,,,,,,
311,138027.6,136221.33,121060.77,,,,,,
312,138027.6,137528.08,128863.5,,,,,,
313,138625.01,136194.06,123115.26,,,,,,
314,139041.21,135778.28,126950.91,,,,,,
315,139041.21,133847.21,126062.58,,,,,,
316,139041.21,136327.55,126982.9,,,,,,
317,139041.21,137975.23,124597.22,,,,,,
318,139273.22,137936.65,131021.6,,,,,,
319,139273.22,135522.44,126372.71,,,,,,
320,140016.49,137080.16,126820.36,,,,,,
321,140016.49,138679.93,129732.5,,,,,,
322,140016.49,133484.99,120517.98,,,,,,
323,140016.49,139470.28,127738.26,,,,,,
324,140016.49,139513.77,126481.2,,,,,,
325,140016.49,138868.43,124376.04,,,,,,
326,140016.49,138832.37,124689.24,,,,,,
327,140016.49,138707.8,118677.24,,,,,,
328,140016.49,139790.59,128898.18,,,,,,
329,140828.12,139054.66,126663.81,,,,,,
330,140828.12,139672.79,126481.2,,,,,,
331,140828.12,130735.29,113026.77,,,,,,
332,140828.12,139737.33,130350.35,,,,,,
333,141204.56,140203.94,132168.38,,,,,,
334,141204.56,140370.12,128466.71,,,,,,
335,141204.56,137941.94,134628.86,,,,,,
336,141204.56,140430.28,127531.14,,,,,,
337,141204.56,141003.03,129799.11,,,,,,
338,141204.56,140883.75,132908.74,,,,,,
339,141204.56,141189.59,140583.66,,,,,,
340,141204.56,140390.42,130561.74,,,,,,
341,141204.56,140884.78,129393.92,,,,,,
342,141204.56,140452.94,130726.78,,,,,,
343,141204.56,140210.19,131494.78,,,,,,
344,141204.56,140339.71,125610.72,,,,,,
345,141204.56,140745.19,131219.06,,,,,,
346,141204.56,140522.25,129606.1,,,,,,
347,141204.56,139652.86,125326.13,,,,,,
348,141204.56,139308.31,126572.28,,,,,,
349,141204.56,140744.24,132922.25,,,,,,
350,141204.56,140807.44,136442.03,,,,,,
351,141204.56,140998.14,128953.09,,,,,,
352,141204.56,140366.11,132357.09,,,,,,
353,141204.56,141074.62,135927.56,,,,,,
354,141204.56,140610.93,133583.9,,,,,,
355,141204.56,140564.79,130554.35,,,,,,
356,141204.56,140775.03,127851.87,,,,,,
357,141204.56,139872.67,127531.14,,,,,,
358,141204.56,140744.79,131587.02,,,,,,
359,141204.56,140991.82,129447.84,,,,,,
360,141204.56,140085.34,128550.02,,,,,,
361,141204.56,140151.44,127303.03,,,,,,
362,141204.56,140486.69,130675.13,,,,,,
363,141204.56,140172.01,129657.11,,,,,,
364,141204.56,140310,130478.37,,,,,,
365,141204.56,140377.38,127506.88,,,,,,
366,141204.56,140482,132635.99,,,,,,
367,141204.56,140455.48,134056.19,,,,,,
368,141204.56,140635.43,133185.64,,,,,,
369,141204.56,140282.33,132958.85,,,,,,
370,141204.56,140588.02,128926.33,,,,,,
371,141204.56,140833.28,134859.58,,,,,,
372,141204.56,140903.69,132811.64,,,,,,
373,141204.56,140449.44,127114.67,,,,,,
374,141204.56,140577.76,132084.66,,,,,,
375,141204.56,141014.27,132000.68,,,,,,
376,141204.56,140779.37,132701.99,,,,,,
377,141204.56,139876.49,126897.52,,,,,,
378,141204.56,139860.36,129485.66,,,,,,
379,141204.56,140389.22,128367.2,,,,,,
380,141204.56,140089.42,129539.09,,,,,,
381,141204.56,141013.09,132043.1,,,,,,
382,141204.56,140277.55,132043.1,,,,,,
383,141204.56,140962.11,135547.11,,,,,,
384,141204.56,140688.74,131530.71,,,,,,
385,141204.56,140536.05,128712.93,,,,,,
386,141204.56,140608.87,127095.22,,,,,,
387,141204.56,140677.3,131565.92,,,,,,
388,141204.56,140835.78,133691.92,,,,,,
389,141204.56,140923.33,129244.35,,,,,,
390,141204.56,140197.47,126760.56,,,,,,
391,141204.56,140599.27,133907.37,,,,,,
392,141204.56,141092.48,136163.1,,,,,,
393,141204.56,141039.45,136054.33,,,,,,
394,141204.56,140847.43,128965.66,,,,,,
395,141204.56,139117.16,122128.78,,,,,,
396,141204.56,140853.37,130619.87,,,,,,
397,141204.56,140960.33,133907.37,,,,,,
398,141204.56,140948.03,130087.94,,,,,,
399,141204.56,139845.56,129746.57,,,,,,
400,141204.56,140815.2,128851.02,,,,,,
401,141204.56,140855.71,130441.4,,,,,,
402,141204.56,141033.02,133880.96,,,,,,
403,141204.56,140360.62,134959.58,,,,,,
404,141204.56,140754.32,136431.99,,,,,,
405,141204.56,140817.47,135310.41,,,,,,
406,141204.56,140829.19,134168.74,,,,,,
407,141204.56,140485.47,131125.03,,,,,,
408,141204.56,140298.49,133455.29,,,,,,
409,141204.56,140197.3,129799.11,,,,,,
410,141204.56,139708.21,131527.76,,,,,,
411,141204.56,139629.33,126627.25,,,,,,
412,141959.03,140028.24,129129,,,,,,
413,141959.03,139870.45,120634.1,,,,,,
414,141959.03,140776.11,127953.67,,,,,,
415,141959.03,140164.23,127420.89,,,,,,
416,141959.03,140892.03,130162.9,,,,,,
417,141959.03,141277.46,130744.09,,,,,,
418,141959.03,141249.92,127897.27,,,,,,
419,141959.03,141888.09,139718.76,,,,,,
420,141959.03,140730.57,126465.57,,,,,,
421,141959.03,141648.99,138027.44,,,,,,
422,141959.03,141611.11,131544.13,,,,,,
423,141959.03,141120.4,133838.36,,,,,,
424,141959.03,141284.66,129935.09,,,,,,
425,141959.03,141537.23,135059.38,,,,,,
426,141959.03,141393.51,127420.89,,,,,,
427,141959.03,140624.6,131315.09,,,,,,
428,141959.03,141402.56,132701.85,,,,,,
429,141959.03,141759.22,136959.78,,,,,,
430,141959.03,140871.68,127074.91,,,,,,
431,141959.03,141453.32,129703.66,,,,,,
432,141959.03,141426.17,134437.05,,,,,,
433,141959.03,140772.5,129540.54,,,,,,
434,141959.03,140933.05,127321.9,,,,,,
435,141959.03,141721.67,134915.17,,,,,,
436,141959.03,140476.33,129304.49,,,,,,
437,141959.03,141796.89,136284.28,,,,,,
438,141959.03,141314.04,129738.33,,,,,,
439,141959.03,140898.37,130369.43,,,,,,
440,141959.03,141221.36,131729.96,,,,,,
441,141959.03,140521.82,126170.99,,,,,,
442,141959.03,140730.74,132304.88,,,,,,
443,141959.03,141477.91,131338.05,,,,,,
444,141959.03,141396.63,134270.38,,,,,,
445,141959.03,141405.93,127498.19,,,,,,
446,141959.03,141416.57,132193.28,,,,,,
447,141959.03,140702.62,131137.13,,,,,,
448,141959.03,141422.53,133920.6,,,,,,
449,141959.03,141371.37,128606.35,,,,,,
450,141959.03,141547.09,134435.91,,,,,,
451,141959.03,139826.48,130202.31,,,,,,
452,141959.03,140619.91,127147.13,,,,,,
453,141959.03,141722.45,136595.34,,,,,,
454,141959.03,141359.27,134632.98,,,,,,
455,141959.03,141551.96,129720.14,,,,,,
456,141959.03,140577.6,125673.57,,,,,,
457,141959.03,141673.92,138767.05,,,,,,
458,142069.46,140667.34,127991.44,,,,,,
459,142069.46,140129.65,132429.37,,,,,,
460,142069.46,138555.73,129433.38,,,,,,
461,142069.46,140936.73,139041.31,,,,,,
462,142069.46,141441.38,128264.88,,,,,,
463,142069.46,140727.33,131613.23,,,,,,
464,142069.46,141123.24,132743.11,,,,,,
465,142069.46,141682.14,131591.68,,,,,,
466,142069.46,141484.93,131102.48,,,,,,
467,142069.46,141532.84,128716.78,,,,,,
468,142069.46,141681.75,135245.45,,,,,,
469,142069.46,140431.01,129433.38,,,,,,
470,142069.46,140885.35,133991.87,,,,,,
471,142069.46,141313.21,133902.41,,,,,,
472,142069.46,141364.68,134216.4,,,,,,
473,142069.46,141230.62,131942.68,,,,,,
474,142069.46,141490.65,132585.75,,,,,,
475,142069.46,141604.13,129296.06,,,,,,
476,142069.46,141558.4,138341.51,,,,,,
477,142069.46,141964.48,134300.84,,,,,,
478,142069.46,141096.33,126907.67,,,,,,
479,142069.46,141494.24,134185.43,,,,,,
480,142069.46,141361,130300.52,,,,,,
481,142069.46,141321.18,129814.1,,,,,,
482,142069.46,141815.26,135458.66,,,,,,
483,142069.46,140774.35,127439.99,,,,,,
484,142069.46,141312.48,128264.88,,,,,,
485,142069.46,141014.72,130950.48,,,,,,
486,142069.46,141650.19,135905.72,,,,,,
487,142069.46,140972.91,128487.99,,,,,,
488,142069.46,141128.94,128371.78,,,,,,
489,142069.46,141587.68,132737.44,,,,,,
490,142069.46,140660.45,128131.68,,,,,,
491,142069.46,141312.24,127404.82,,,,,,
492,142069.46,141759.25,132802.24,,,,,,
493,142069.46,141506.46,130509.46,,,,,,
494,142069.46,141414.2,130360.46,,,,,,
495,142069.46,141363.23,129814.1,,,,,,
496,142069.46,141557.1,135820.55,,,,,,
497,142069.46,141179.92,128745.34,,,,,,
498,142069.46,140906.78,131145.28,,,,,,
499,142069.46,141725.99,136769.89,,,,,,
500,142069.46,141311.83,127235.15,,,,,,
,,,,,,,,,
1,56971.17,24363.42,0,,,,,,
2,56971.17,44478.63,28699.04,,,,,,
3,58066.66,54056.58,41657.07,,,,,,
4,58844.83,56982.64,45427.66,,,,,,
5,60623.79,56338.83,49845.36,,,,,,
6,64009.75,58707.9,43849.33,,,,,,
7,66484.25,61314.07,53438.49,,,,,,
8,74940.48,64146.73,49522.43,,,,,,
9,76855.66,64952.8,58275.93,,,,,,
10,79084.19,71874.54,59332.08,,,,,,
11,83650.51,76706.13,67572.05,,,,,,
12,84768.82,79677.13,65062.87,,,,,,
13,85186.37,81028.72,72128.42,,,,,,
14,86522.5,82605.62,70772.88,,,,,,
15,88537.08,84736.06,75537.47,,,,,,
16,88693.9,84415.11,66651.77,,,,,,
17,88693.9,87112.83,80820.64,,,,,,
18,89198.94,88441.66,80497.2,,,,,,
19,89198.94,88043.77,84527.21,,,,,,
20,89857.69,89094.76,84387.33,,,,,,
21,92623.59,88108.06,79295.71,,,,,,
22,92623.59,87830.2,81160.31,,,,,,
23,92623.59,91320.5,87263.77,,,,,,
24,94382,91440.28,82268.91,,,,,,
25,96774.31,89178.42,78305.86,,,,,,
26,96774.31,91864.85,83782.79,,,,,,
27,97294.52,94792.13,91096.26,,,,,,
28,97294.52,89812.71,77152.78,,,,,,
29,97826.63,97107.31,88438.5,,,,,,
30,98798.32,92291.5,82526.72,,,,,,
31,99703.19,97604.47,83953.72,,,,,,
32,100138.46,95483.74,88572.27,,,,,,
33,102149.62,95896.4,88138.5,,,,,,
34,102149.62,91032.96,78320.43,,,,,,
35,103720.15,98129.97,87369.77,,,,,,
36,103720.15,100686.64,93231.93,,,,,,
37,104510.94,101656.41,83369.5,,,,,,
38,104510.94,102194.55,93742.86,,,,,,
39,104510.94,101032.56,94752.79,,,,,,
40,104510.94,104280.46,99272.35,,,,,,
41,104510.94,103530.97,89705.37,,,,,,
42,104510.94,104231.39,95022.12,,,,,,
43,105251.96,104182.99,94538.11,,,,,,
44,105251.96,103567.67,90187.15,,,,,,
45,107182.42,104633.91,97461.85,,,,,,
46,107182.42,104099.32,93039.36,,,,,,
47,108740.73,105819.01,87275.43,,,,,,
48,109374.96,106113.7,95874.6,,,,,,
49,111421.88,101794.8,90874.49,,,,,,
50,111421.88,107220.03,95121.77,,,,,,
51,111676.37,106828.68,98050.83,,,,,,
52,112362.29,106399.92,95416.38,,,,,,
53,112375.98,109101.18,102212.44,,,,,,
54,114690.97,111475.28,100064.19,,,,,,
55,115736.1,111000,103633.54,,,,,,
56,115910.03,113303.65,99501.05,,,,,,
57,116953.87,108170.5,103078.63,,,,,,
58,116953.87,115843.73,109898.76,,,,,,
59,116953.87,111670.82,103869.09,,,,,,
60,117156.43,116993.62,116953.87,,,,,,
61,117555.73,111059.99,106047.11,,,,,,
62,117711.05,116626.35,106504.42,,,,,,
63,117935.68,108885.82,98939.62,,,,,,
64,119013.61,116273.71,103450.94,,,,,,
65,119445.46,116589.62,111682.27,,,,,,
66,119527.61,114896.52,102973.41,,,,,,
67,120100.89,118509.24,112350.18,,,,,,
68,120100.89,114786.56,107947.73,,,,,,
69,120754.93,118276.19,115827.83,,,,,,
70,120754.93,119548.14,108969.31,,,,,,
71,120754.93,118298.96,110898.39,,,,,,
72,122160.18,119789.72,114361.72,,,,,,
73,122519.33,120376.26,111855.96,,,,,,
74,123492.39,120376.72,108863.94,,,,,,
75,122519.33,121125.45,112488.85,,,,,,
76,122802.63,122303.56,117049.77,,,,,,
77,123112.58,119104.11,111146.26,,,,,,
78,123112.58,120988.52,109572.52,,,,,,
79,123112.58,122219.63,114675.81,,,,,,
80,123112.58,121724.7,110234.93,,,,,,
81,123703.82,122632.38,110165.77,,,,,,
82,123703.82,122079.07,119382.42,,,,,,
83,123703.82,121225.74,114272.89,,,,,,
84,123703.82,119944.01,109430.1,,,,,,
85,123703.82,122904.15,112214.51,,,,,,
86,123703.82,123453.87,121064.2,,,,,,
87,123703.82,123018.05,116300.7,,,,,,
88,123703.82,123399.57,116884.17,,,,,,
89,123703.82,123488.22,116481.55,,,,,,
90,123738.59,123439.64,115006.35,,,,,,
91,123703.82,123076.63,112553.32,,,,,,
92,123703.82,123305.2,117271.45,,,,,,
93,125616.07,123384.1,116279.42,,,,,,
94,125616.07,122471.37,114583.44,,,,,,
95,125616.07,121155.58,110656.57,,,,,,
96,127518.66,123444.33,114091.27,,,,,,
97,127518.66,124725.7,117899.9,,,,,,
98,127518.66,125103.63,109472.27,,,,,,
99,127518.66,125772.71,121303.13,,,,,,
100,127518.66,126978.62,114992.71,,,,,,
101,127518.66,127264.2,118647.41,,,,,,
102,127518.66,126225.45,112752.87,,,,,,
103,127518.66,127158.33,116482.49,,,,,,
104,127518.66,126908.96,123227.61,,,,,,
105,127518.66,127427.67,120421.01,,,,,,
106,127518.66,127120.65,122457.59,,,,,,
107,127518.66,127086.96,115834.49,,,,,,
108,127518.66,127414.26,125025.57,,,,,,
109,127518.66,127221.32,120023.78,,,,,,
110,127762.04,127031.11,117386.45,,,,,,
111,127762.04,127517.55,122380.63,,,,,,
112,127762.04,125908.13,113184.73,,,,,,
113,127762.04,126885.46,114695.2,,,,,,
114,127762.04,126940.35,120716.01,,,,,,
115,128268.46,127177.79,115607.03,,,,,,
116,128268.46,126231.73,122331.72,,,,,,
117,129010.72,127822.72,117927.47,,,,,,
118,129010.72,124306.46,119096.05,,,,,,
119,129010.72,127405.02,116169.62,,,,,,
120,129010.72,128353.97,114283.42,,,,,,
121,129010.72,128651.46,117122.32,,,,,,
122,129010.72,128196.14,116661.92,,,,,,
123,129010.72,128553.32,114283.42,,,,,,
124,129010.72,128724.77,121571.54,,,,,,
125,129010.72,128856.25,125650.65,,,,,,
126,129010.72,128040.57,116207.77,,,,,,
127,129011.01,128801.42,122228.36,,,,,,
128,129011.01,117714.52,106775.84,,,,,,
129,130610.02,127829.21,120431.59,,,,,,
130,130610.02,129049.88,119774.31,,,,,,
131,130610.02,128883.63,117713.68,,,,,,
132,131165.68,129370.68,116665.8,,,,,,
133,131165.68,125180.5,117044.27,,,,,,
134,131165.68,129653.62,117975.02,,,,,,
135,131165.68,130020.35,121099.34,,,,,,
136,131165.68,130325.93,117212.13,,,,,,
137,131165.68,130876.56,125644.69,,,,,,
138,131165.68,130482.64,119452.32,,,,,,
139,131165.68,130595.8,120129.83,,,,,,
140,131165.68,130300.27,119277.28,,,,,,
141,132178.64,130204.61,121908.5,,,,,,
142,132178.64,129741.6,123282.64,,,,,,
143,132178.64,129661.47,122164.18,,,,,,
144,132178.64,130448.35,125154.25,,,,,,
145,132178.64,131784.2,125652.04,,,,,,
146,132178.64,131858.16,120149.59,,,,,,
147,132178.64,131699.24,123793.29,,,,,,
148,132178.64,130995.23,123829.96,,,,,,
149,132178.64,131523.54,121326.73,,,,,,
150,132178.64,132007.93,127653.67,,,,,,
151,132178.64,132133.77,130058.79,,,,,,
152,132178.64,131649.85,121443.46,,,,,,
153,132178.64,131393.91,121171.04,,,,,,
154,132178.64,131741.34,120397.85,,,,,,
155,133734.1,131615.75,117415.2,,,,,,
156,133759.08,132292.72,121053.96,,,,,,
157,133759.08,126949.05,117638.11,,,,,,
158,133759.08,131725.15,118643.08,,,,,,
159,133759.08,132569.1,121975.73,,,,,,
160,133759.08,133352.66,127369.42,,,,,,
161,133759.08,133150.9,127650.31,,,,,,
162,133759.08,132653.69,121975.73,,,,,,
163,133759.08,132766.45,124591.19,,,,,,
164,134772.68,133136.11,126516.54,,,,,,
165,134772.68,133451.25,124239.21,,,,,,
166,134772.68,130382.4,124165.84,,,,,,
167,134772.68,133641.06,129239.08,,,,,,
168,134772.68,134629.77,131486.93,,,,,,
169,134816.68,134148.38,122371.11,,,,,,
170,134816.68,133123.97,118900.82,,,,,,
171,134816.68,134666.69,126906.91,,,,,,
172,134816.68,132295.82,122636.89,,,,,,
173,134816.68,133472.52,118587.77,,,,,,
174,135344.98,134324.25,127148.34,,,,,,
175,135344.98,133562.9,124357.61,,,,,,
176,135344.98,133854.57,125360.99,,,,,,
177,136628.84,134281.42,123288.25,,,,,,
178,136628.84,133872.29,129108.08,,,,,,
179,136628.84,128641.4,121371.32,,,,,,
180,136628.84,136086.01,130951.94,,,,,,
181,136628.84,136239.73,126511.95,,,,,,
182,136628.84,134993.72,121940.22,,,,,,
183,136628.84,135733.97,123987.84,,,,,,
184,136628.84,136470.66,129966.44,,,,,,
185,136628.84,136454.1,130116.98,,,,,,
186,137057.14,136338.9,129007.38,,,,,,
187,137057.14,130984.26,118937.46,,,,,,
188,137057.14,135796.49,129389.54,,,,,,
189,137057.14,135901.94,130091.58,,,,,,
190,137057.14,136944.95,133390.61,,,,,,
191,137057.14,135513.76,125814.05,,,,,,
192,137834.91,136038.8,122847.25,,,,,,
193,137834.91,136678.66,122283.74,,,,,,
194,137834.91,132053.12,126263.43,,,,,,
195,137834.91,136484.51,126051.57,,,,,,
196,137834.91,137187.89,132541.37,,,,,,
197,137834.91,137089.7,129498.37,,,,,,
198,137834.91,137086.14,123000.6,,,,,,
199,137834.91,136937.54,129638.88,,,,,,
200,137865.57,135848.88,125364.24,,,,,,
201,137865.57,134524.01,123736.17,,,,,,
202,137865.57,136781.55,126753.3,,,,,,
203,137865.57,137229.52,129394.4,,,,,,
204,137865.57,136590.8,123958.76,,,,,,
205,137990.17,137613.29,122077.86,,,,,,
206,137990.17,136218.6,122834.15,,,,,,
